"accession","length","submission_date","host","country_original","collection_date","Month","year","SeqLength","Codons","BadCodons","CodonPairs","Stops","CpC","Y.Bias","X.Bias","ApG","GpA","GTG.Bias","ACT.Bias","T.Bias","brApG","brCpU","F.Bias","V.Bias","CCA.Bias","ATT.Bias","CTT.Bias","S.Bias","brGpC","GpC","N.Bias","W.Bias","brGpA","NonBrGpC","ApA","NonBrCpA","CTA.Bias","CTG.Bias","NonBrGpG","G.Bias","GCA.Bias","AGC.Bias","NonBrCpG","ATA.Bias","CpG","C.Bias","NonBrUpC","K.Bias","GGA.Bias","brApU","P.Bias","E.Bias","Q.Bias","M.Bias","NonBrUpU","CGA.Bias","NonBrUpA","AGT.Bias","UpC","ApU","brGpU","L.Bias"
"KP759687",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","30/10/2014",10,2014,16506,5502,0,5493,0,1.046698339,0.029625591,0.001635769,1.021047842,1.11815837,0.203947368,0.263157895,0.075972374,1.145382099,0.797193715,0.04525627,0.055252635,0.390728477,0.46130031,0.2,0.07560887,0.754001074,0.897033934,0.046710287,0.013631407,0.923448374,0.941183448,1.018794591,1.291437247,0.144144144,0.171171171,1.063113322,0.056888404,0.356083086,0.125,0.556411056,0.222910217,0.603893813,0.01653944,0.990189529,0.051799346,0.383386581,0.814985163,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.179310345,0.577667141,0.235576923,1.066289385,0.970295537,0.579019253,0.10087241
"KP759688",18881,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","29/09/2014",9,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.468944099,0.2,0.075790622,0.75428919,0.897298404,0.046710287,0.013631407,0.923801239,0.941460934,1.020340123,1.292157948,0.144144144,0.172972973,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.601554891,0.01653944,0.989922343,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067058158,0.970103056,0.575912692,0.10087241
"KP759689",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","04/11/2014",11,2014,16506,5502,0,5493,0,1.048043441,0.029625591,0.001635769,1.020880377,1.111584163,0.203278689,0.264423077,0.07560887,1.143000996,0.79689813,0.04525627,0.055434387,0.390728477,0.462732919,0.2,0.075972374,0.7534255,0.904098272,0.046528535,0.013631407,0.915931602,0.952550594,1.022036577,1.293422018,0.144144144,0.171171171,1.06328429,0.056888404,0.358600583,0.126794258,0.55345825,0.217391304,0.601476489,0.01653944,0.992051646,0.051799346,0.383386581,0.815426531,0.054889131,0.053980371,0.050163577,0.01653944,1.32001924,0.179930796,0.576115939,0.236842105,1.066997751,0.972385698,0.57525325,0.10087241
"KP759690",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","03/11/2014",11,2014,16506,5502,0,5493,0,1.045495238,0.029807343,0.001635769,1.020294279,1.117421114,0.203947368,0.262529833,0.076154126,1.145471601,0.800654421,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.751079789,0.896281767,0.046710287,0.013631407,0.923520533,0.94171504,1.020585067,1.290924975,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991773832,0.051981098,0.383386581,0.814435432,0.054889131,0.054343875,0.050163577,0.01653944,1.322036831,0.180555556,0.57510962,0.237410072,1.068402941,0.969134102,0.579025734,0.10087241
"KP759691",18881,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","30/09/2014",9,2014,16506,5502,0,5493,0,1.048043441,0.029625591,0.001635769,1.020880377,1.111584163,0.203278689,0.264423077,0.07560887,1.143000996,0.79689813,0.04525627,0.055434387,0.390728477,0.462732919,0.2,0.075972374,0.7534255,0.904098272,0.046528535,0.013631407,0.915931602,0.952550594,1.022036577,1.293422018,0.144144144,0.171171171,1.06328429,0.056888404,0.358600583,0.126794258,0.55345825,0.217391304,0.601476489,0.01653944,0.992051646,0.051799346,0.383386581,0.815426531,0.054889131,0.053980371,0.050163577,0.01653944,1.32001924,0.179930796,0.576115939,0.236842105,1.066997751,0.972385698,0.57525325,0.10087241
"KP759692",18881,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","03/10/2014",10,2014,16506,5502,0,5493,0,1.047336001,0.029625591,0.001635769,1.020325425,1.119305317,0.203947368,0.260143198,0.076154126,1.143178607,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754001074,0.896791885,0.046710287,0.013631407,0.92628088,0.940929486,1.019198995,1.291344994,0.144144144,0.171171171,1.063113322,0.056888404,0.356083086,0.12470024,0.556260918,0.217391304,0.603730862,0.01653944,0.991506219,0.051981098,0.383386581,0.81493068,0.054889131,0.054162123,0.049981825,0.01653944,1.322036831,0.183391003,0.574287132,0.237410072,1.066001665,0.970488094,0.57569271,0.10087241
"KP759693",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","06/11/2014",11,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.021133505,1.118252181,0.203947368,0.263157895,0.075972374,1.145471601,0.797154862,0.04525627,0.055252635,0.390728477,0.46130031,0.2,0.075790622,0.753972661,0.897045073,0.046710287,0.013631407,0.923520533,0.941195135,1.019040326,1.290832657,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554531803,0.222910217,0.602643184,0.01653944,0.99174134,0.051799346,0.383386581,0.815039837,0.054889131,0.054162123,0.050163577,0.01653944,1.321271631,0.179930796,0.576524809,0.237410072,1.067311195,0.970333102,0.576340085,0.10087241
"KP759694",18881,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","03/10/2014",10,2014,16506,5502,0,5493,0,1.047336001,0.029625591,0.001635769,1.020325425,1.119305317,0.203947368,0.260143198,0.076154126,1.143178607,0.79689813,0.04525627,0.055252635,0.388704319,0.465838509,0.2,0.075972374,0.754001074,0.896791885,0.046710287,0.013631407,0.92628088,0.940929486,1.019198995,1.291344994,0.144144144,0.171171171,1.063113322,0.056888404,0.356083086,0.124401914,0.556260918,0.217391304,0.603730862,0.01653944,0.993090095,0.051981098,0.383386581,0.817407673,0.054707379,0.054162123,0.049981825,0.01653944,1.322036831,0.183391003,0.574287132,0.236842105,1.067058158,0.971265106,0.57569271,0.10087241
"KP759695",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","07/11/2014",11,2014,16506,5502,0,5493,0,1.043011688,0.029625591,0.001635769,1.020410987,1.116623809,0.206557377,0.262529833,0.076154126,1.145730345,0.797016487,0.045438023,0.055434387,0.390728477,0.470404984,0.198555957,0.075790622,0.754951895,0.899030965,0.046710287,0.013631407,0.921177404,0.943845339,1.02074506,1.29478801,0.144404332,0.171480144,1.063713697,0.056888404,0.359050445,0.127098321,0.553093368,0.218068536,0.600613123,0.01653944,0.990020193,0.051981098,0.383386581,0.811550961,0.054889131,0.054162123,0.050163577,0.01653944,1.322937551,0.180555556,0.572601279,0.23501199,1.067163633,0.968053305,0.578161446,0.100690658
"KP759696",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","06/11/2014",11,2014,16506,5502,0,5493,0,1.047407649,0.029625591,0.001635769,1.022843952,1.11994939,0.206557377,0.262529833,0.076154126,1.147926397,0.800240316,0.04525627,0.055434387,0.390728477,0.473520249,0.198198198,0.075790622,0.752219219,0.896805911,0.046710287,0.013631407,0.928544908,0.941509372,1.017808896,1.29274322,0.144144144,0.171171171,1.061315245,0.056888404,0.356083086,0.12470024,0.553607511,0.218068536,0.600382669,0.01653944,0.989857754,0.051799346,0.383386581,0.814046645,0.054889131,0.054343875,0.050163577,0.01653944,1.324684371,0.180555556,0.573735706,0.237410072,1.064875687,0.96919335,0.57835045,0.10087241
"KP759697",18881,"07/08/2015","Homo sapiens","Sierra Leone: western area","07/11/2014",11,2014,16506,5502,0,5493,0,1.048538453,0.029625591,0.001635769,1.016455123,1.118193125,0.203278689,0.260143198,0.076154126,1.143267831,0.796859182,0.04525627,0.055434387,0.390728477,0.465838509,0.2,0.075790622,0.753972661,0.895028874,0.046710287,0.013631407,0.923801239,0.938514071,1.021310387,1.286552367,0.144144144,0.171171171,1.067824565,0.056888404,0.354166667,0.12470024,0.561600789,0.217391304,0.607161442,0.01653944,0.991506219,0.051981098,0.383386581,0.814985163,0.054889131,0.054162123,0.049436569,0.01653944,1.322036831,0.181506849,0.575680505,0.237410072,1.066001665,0.970873438,0.576126309,0.10087241
"KP759698",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","07/11/2014",11,2014,16506,5502,0,5493,0,1.043011688,0.029625591,0.001635769,1.019485864,1.117548933,0.203947368,0.262529833,0.076154126,1.145730345,0.797016487,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754951895,0.897771818,0.046710287,0.013631407,0.923729142,0.941957648,1.020094904,1.293461383,0.144144144,0.171171171,1.065687191,0.057070156,0.356083086,0.12470024,0.554981059,0.217391304,0.603131417,0.01653944,0.991604226,0.051981098,0.385350318,0.814025202,0.054889131,0.054162123,0.050163577,0.01653944,1.32015827,0.181184669,0.573765103,0.237410072,1.06822023,0.969605917,0.575053052,0.10087241
"KP759699",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","06/11/2014",11,2014,16506,5502,0,5493,0,1.047972822,0.029625591,0.001635769,1.0225885,1.119669687,0.206557377,0.262529833,0.076154126,1.140011491,0.800279178,0.04525627,0.055434387,0.390728477,0.473520249,0.198198198,0.075790622,0.75167484,0.896289551,0.046710287,0.013631407,0.928331505,0.940967273,1.017066722,1.293862718,0.144144144,0.171171171,1.059521725,0.056888404,0.356083086,0.12470024,0.553288756,0.218068536,0.600036982,0.01653944,0.989889984,0.051799346,0.383386581,0.814488524,0.054889131,0.054343875,0.050163577,0.01653944,1.324056186,0.180555556,0.573941557,0.237410072,1.06491036,0.970319209,0.577475201,0.10087241
"KP759700",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","08/11/2014",11,2014,16506,5502,0,5493,0,1.047972822,0.029625591,0.001635769,1.019485864,1.118474056,0.203947368,0.260143198,0.076154126,1.143267831,0.796859182,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.753972661,0.896803086,0.046710287,0.013631407,0.923801239,0.940941238,1.020094904,1.290740491,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.556267866,0.217391304,0.603738403,0.01653944,0.991473808,0.051981098,0.383386581,0.814985163,0.054889131,0.054162123,0.049981825,0.01653944,1.322663908,0.183391003,0.574309343,0.237410072,1.065966819,0.970525628,0.576126309,0.10087241
"KP759701",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","08/11/2014",11,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.021133505,1.118252181,0.203947368,0.263157895,0.075972374,1.145471601,0.797154862,0.04525627,0.055252635,0.390728477,0.46130031,0.2,0.075790622,0.753972661,0.897045073,0.046710287,0.013631407,0.923520533,0.941195135,1.019040326,1.290832657,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554531803,0.222910217,0.602643184,0.01653944,0.99174134,0.051799346,0.383386581,0.815039837,0.054889131,0.054162123,0.050163577,0.01653944,1.321271631,0.179930796,0.576524809,0.237410072,1.067311195,0.970333102,0.576340085,0.10087241
"KP759702",18881,"07/08/2015","Homo sapiens","Sierra Leone: Port Loko","08/11/2014",11,2014,16506,5502,0,5493,0,1.045569215,0.029625591,0.001635769,1.020527951,1.116751802,0.203947368,0.262529833,0.076154126,1.143526289,0.79656372,0.04525627,0.055252635,0.390728477,0.468944099,0.2,0.075790622,0.753684665,0.8978074,0.046710287,0.013631407,0.924010082,0.942560782,1.01960364,1.292578615,0.144144144,0.172972973,1.065085703,0.056888404,0.356083086,0.12470024,0.55422574,0.217391304,0.601053133,0.01653944,0.989655302,0.051799346,0.380191693,0.812700784,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.176470588,0.574401123,0.237410072,1.066770309,0.969903561,0.578804563,0.10087241
"KP759703",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","08/11/2014",11,2014,16506,5502,0,5493,0,1.046278673,0.029625591,0.001635769,1.019315024,1.114586754,0.203947368,0.264423077,0.07560887,1.143000996,0.793362375,0.04525627,0.055252635,0.392739274,0.462732919,0.200361011,0.075790622,0.752477795,0.900596469,0.046710287,0.013631407,0.915931602,0.947182056,1.021555657,1.292858052,0.144404332,0.171480144,1.062513455,0.056888404,0.361764706,0.127098321,0.553621321,0.217391304,0.60290977,0.01653944,0.992961019,0.051981098,0.383386581,0.816334578,0.055070883,0.054162123,0.050163577,0.01653944,1.321759299,0.180555556,0.573780135,0.23501199,1.067975825,0.971602114,0.575893844,0.100690658
"KP759704",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","08/11/2014",11,2014,16506,5502,0,5493,0,1.047972822,0.029625591,0.001635769,1.019198118,1.117233508,0.203947368,0.262529833,0.076154126,1.142742113,0.793733597,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75339689,0.896549966,0.046528535,0.013631407,0.920825676,0.940675661,1.020094904,1.292065687,0.145945946,0.171171171,1.063113322,0.056888404,0.356083086,0.12470024,0.556110862,0.217391304,0.602310567,0.01653944,0.991708978,0.051981098,0.383386581,0.815535453,0.054889131,0.054162123,0.050163577,0.01653944,1.321898494,0.180555556,0.574445565,0.237410072,1.066219657,0.970755829,0.575899963,0.10087241
"KP759705",18881,"07/08/2015","Homo sapiens","Sierra Leone: western area","11/11/2014",11,2014,16506,5502,0,5493,0,1.047407649,0.029625591,0.001635769,1.020795422,1.112417133,0.203278689,0.264423077,0.07560887,1.142824502,0.79693733,0.04525627,0.055434387,0.392026578,0.462732919,0.2,0.076154126,0.756686468,0.905342812,0.046528535,0.013631407,0.918341118,0.952538861,1.022442913,1.294027997,0.142342342,0.172972973,1.060716899,0.056888404,0.358600583,0.126491647,0.553451433,0.217391304,0.60146908,0.01653944,0.993666314,0.051981098,0.383386581,0.818099658,0.054707379,0.053980371,0.050163577,0.01653944,1.319393713,0.180555556,0.573761541,0.23627685,1.068088018,0.973126386,0.574601408,0.10087241
"KP759706",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","09/11/2014",11,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.897298404,0.046710287,0.013631407,0.923801239,0.941460934,1.020340123,1.292157948,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.602813374,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067058158,0.970103056,0.575912692,0.10087241
"KP759707",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","10/11/2014",11,2014,16506,5502,0,5493,0,1.045420491,0.029625591,0.001635769,1.01940038,1.11653018,0.206557377,0.262529833,0.076154126,1.145730345,0.797016487,0.045438023,0.055434387,0.390728477,0.470404984,0.198555957,0.075790622,0.751424082,0.896259633,0.046528535,0.013631407,0.921177404,0.941691783,1.021150238,1.293718073,0.144404332,0.171480144,1.065085703,0.057070156,0.356083086,0.12470024,0.554824417,0.218068536,0.601702394,0.01653944,0.990020193,0.051981098,0.382165605,0.811550961,0.054889131,0.054162123,0.050163577,0.01653944,1.322937551,0.180555556,0.573878968,0.237410072,1.066107035,0.967468957,0.578161446,0.100690658
"KP759708",18881,"07/08/2015","Homo sapiens","Sierra Leone: western area","11/11/2014",11,2014,16506,5502,0,5493,0,1.045420491,0.029625591,0.001635769,1.01940038,1.11653018,0.206557377,0.262529833,0.076154126,1.145730345,0.797016487,0.045438023,0.055434387,0.390728477,0.470404984,0.198555957,0.075790622,0.751424082,0.896259633,0.046528535,0.013631407,0.921177404,0.941691783,1.021150238,1.293718073,0.144404332,0.171480144,1.065085703,0.057070156,0.356083086,0.12470024,0.554824417,0.218068536,0.601702394,0.01653944,0.990020193,0.051981098,0.382165605,0.811550961,0.054889131,0.054162123,0.050163577,0.01653944,1.322937551,0.180555556,0.573878968,0.237410072,1.066107035,0.967468957,0.578161446,0.100690658
"KP759709",18881,"07/08/2015","Homo sapiens","Sierra Leone: western area","11/11/2014",11,2014,16506,5502,0,5493,0,1.048608805,0.029625591,0.001635769,1.019198118,1.117233508,0.203947368,0.262529833,0.076154126,1.142742113,0.793695162,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.753080867,0.896308178,0.046528535,0.013631407,0.920825676,0.940421972,1.020094904,1.291717233,0.145945946,0.171171171,1.063113322,0.056888404,0.356083086,0.12470024,0.555960886,0.217391304,0.602148131,0.01653944,0.991676744,0.051981098,0.383386581,0.815838176,0.054889131,0.054162123,0.050163577,0.01653944,1.322525804,0.180555556,0.574581851,0.237410072,1.066185002,0.970986139,0.576113735,0.10087241
"KP759710",18881,"07/08/2015","Homo sapiens","Sierra Leone: western area","04/10/2014",10,2014,16506,5502,0,5493,0,1.045420491,0.029625591,0.001635769,1.020239992,1.116436691,0.206557377,0.262529833,0.076154126,1.145641201,0.797016487,0.045438023,0.055434387,0.390728477,0.470404984,0.198555957,0.075790622,0.754663635,0.897265174,0.046710287,0.013631407,0.923657272,0.941426069,1.020904985,1.293974865,0.144404332,0.171480144,1.064484723,0.057070156,0.356083086,0.12470024,0.554667864,0.218068536,0.601532613,0.01653944,0.990020193,0.051981098,0.382165605,0.811797783,0.054889131,0.054162123,0.050163577,0.01653944,1.322937551,0.180555556,0.572828592,0.237410072,1.066107035,0.967660992,0.57794069,0.100690658
"KP759711",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","04/10/2014",10,2014,16506,5502,0,5493,0,1.044856085,0.029625591,0.001635769,1.021336111,1.117548933,0.203278689,0.262529833,0.076154126,1.148282083,0.796976783,0.04525627,0.055434387,0.390728477,0.470404984,0.2,0.075790622,0.754634688,0.897529439,0.046710287,0.013631407,0.923729142,0.94170334,1.020094904,1.293112176,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554831226,0.218068536,0.601709778,0.01653944,0.989987448,0.051981098,0.383386581,0.811851647,0.054889131,0.054162123,0.050163577,0.01653944,1.322174311,0.180555556,0.573901066,0.237410072,1.067128336,0.968282702,0.57837566,0.10087241
"KP759712",18881,"07/08/2015","Homo sapiens","Sierra Leone: western area","04/10/2014",10,2014,16506,5502,0,5493,0,1.045569215,0.029625591,0.001635769,1.016616184,1.115685339,0.203947368,0.262529833,0.076154126,1.141498908,0.796268478,0.04525627,0.055252635,0.390728477,0.46728972,0.199640288,0.075790622,0.750736293,0.898070832,0.046710287,0.013631407,0.924435357,0.944159698,1.022777885,1.291297057,0.143884892,0.170863309,1.064744133,0.056888404,0.356083086,0.12470024,0.555165902,0.214953271,0.604591864,0.01653944,0.991003804,0.052526354,0.383386581,0.817104705,0.054889131,0.054162123,0.050163577,0.01653944,1.322801157,0.18245614,0.573695609,0.237410072,1.06651746,0.969488478,0.575919301,0.101054162
"KP759713",18881,"07/08/2015","Homo sapiens","Sierra Leone: western rural","05/10/2014",10,2014,16506,5502,0,5493,0,1.046771019,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.796859182,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.753972661,0.898314492,0.046710287,0.013631407,0.923801239,0.943093152,1.020340123,1.291809375,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554538773,0.217391304,0.602650759,0.01653944,0.991473808,0.051981098,0.383386581,0.814985163,0.054889131,0.054162123,0.050163577,0.01653944,1.322663908,0.180555556,0.574195415,0.237410072,1.065966819,0.970333102,0.576126309,0.10087241
"KP759714",18881,"07/08/2015","Homo sapiens","Sierra Leone: western urban","05/10/2014",10,2014,16506,5502,0,5493,0,1.046771019,0.029625591,0.001635769,1.01873194,1.11773677,0.203947368,0.261904762,0.076335878,1.140805198,0.796859182,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754260877,0.896051256,0.046710287,0.013631407,0.923873561,0.939586124,1.020585067,1.291553165,0.144144144,0.171171171,1.064915972,0.056888404,0.354166667,0.12470024,0.554695423,0.217391304,0.604079498,0.01653944,0.991473808,0.051981098,0.383386581,0.814737523,0.054889131,0.054162123,0.050163577,0.01653944,1.322663908,0.180555556,0.574081533,0.237410072,1.067023278,0.970140652,0.576346541,0.10087241
